Customer_id,State,Area,TimeZone,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
A793645,CA,Rural,America/Los_Angeles,0,77,4007.53,Widowed,Female,No,2.304655,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),55.17028,222.6362,4964.396722,5,4,5,3,5,4,2,4
S982704,OR,Rural,America/Los_Angeles,0,33,19016.55,Divorced,Male,No,12.12014,16,3,0,Yes,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,51.06149,164.9785,5144.987347,4,3,4,3,2,5,4,3
G309407,OR,Suburban,America/Los_Angeles,4,32,109866.0,Married,Male,Yes,6.970213,9,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Credit Card (automatic),57.59524,200.1323,5899.937578,3,2,2,4,4,4,3,4
G633258,SD,Rural,America/Chicago,0,72,33920.51,Widowed,Male,No,8.868794,8,0,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,57.87341,220.1149,5655.25061,3,3,3,3,5,4,2,3
O194821,AZ,Rural,America/Phoenix,0,65,17286.64,Divorced,Male,Yes,6.221255,12,1,0,No,Month-to-month,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,60.43351,202.65,5976.368221,5,5,5,4,2,4,4,3
D414965,GA,Urban,America/New_York,0,85,15771.28,Married,Female,No,4.900186,13,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),70.37667,210.127,6179.8226,2,2,3,4,3,3,3,4
U270597,VA,Suburban,America/New_York,0,21,12166.43,Separated,Male,Yes,10.34686,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,42.94126,255.1555,4345.808076,4,3,4,4,2,3,3,5
D639444,NC,Suburban,America/New_York,2,64,26295.5,Separated,Male,No,16.06426,12,3,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,67.13541,225.1457,6684.346075,1,2,3,5,2,2,1,2
I567163,SC,Rural,America/New_York,1,36,30011.53,Divorced,Female,No,10.50405,9,1,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),66.86003,235.1417,6572.882898,3,3,3,3,4,5,3,5
X987100,TX,Suburban,America/Chicago,1,50,41169.83,Separated,Male,No,7.434418,17,0,1,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,Electronic Check,65.33266,172.4705,6192.141187,5,4,4,2,3,4,3,2
C25081,MI,Urban,America/Detroit,3,44,3345.65,Never Married,Female,No,9.609746,11,0,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,53.5771,137.4616,4751.270751,3,2,2,5,2,4,3,3
J74384,WI,Rural,America/Chicago,2,76,27737.13,Separated,Male,No,9.054841,15,0,0,No,Month-to-month,No,No,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,45.16619,212.6415,4680.021701,3,3,3,2,5,3,3,4
Y842226,LA,Suburban,America/Chicago,0,55,27392.87,Never Married,Male,No,14.95145,9,3,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),66.81556,147.4783,5683.351672,4,5,4,5,3,4,3,3
X262328,MI,Urban,America/Detroit,2,49,13638.46,Never Married,Female,No,10.74715,11,1,1,No,Two Year,No,No,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,63.18349,184.9785,5651.568466,4,5,4,4,1,5,5,4
B584202,IN,Suburban,America/Indiana/Indianapolis,3,88,55285.5,Divorced,Male,No,10.08115,11,2,2,Yes,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,63.78741,149.9378,5939.401407,2,2,3,3,4,3,3,1
P903134,NY,Rural,America/New_York,0,26,22788.17,Divorced,Male,Yes,6.094281,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),55.20546,262.6106,5267.957878,4,4,3,4,3,5,4,3
H674623,CO,Rural,America/Denver,3,58,17580.86,Never Married,Female,No,12.16532,10,2,1,No,Two Year,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,No,Mailed Check,65.69406,94.97283,5933.23425,2,3,3,4,4,2,3,5
K194475,MN,Suburban,America/Chicago,3,23,31468.83,Separated,Male,No,10.60962,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,46.1155,194.9699,4380.489566,4,4,4,2,5,2,3,3
T235921,MD,Suburban,America/New_York,0,83,36394.84,Divorced,Female,No,5.757065,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,62.50904,112.4551,5009.242921,3,3,3,2,4,4,2,3
P370184,OH,Rural,America/New_York,2,80,14392.29,Widowed,Male,No,13.3668,10,3,0,No,Two Year,No,No,None,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),55.66379,139.9861,4909.784465,5,4,4,3,2,3,6,5
T242541,FL,Urban,America/New_York,0,65,34337.25,Never Married,Male,No,5.984456,18,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,67.09465,169.9447,5758.811211,5,5,5,4,4,5,5,3
C110005,OH,Suburban,America/New_York,6,48,50305.65,Married,Female,No,10.20965,18,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,49.35209,139.983,4827.605046,4,4,4,4,4,3,5,3
V289484,AK,Rural,America/Anchorage,2,21,14377.81,Separated,Female,No,12.25637,10,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),63.32675,252.6378,5955.463381,2,4,2,4,5,3,3,1
K663726,AZ,Suburban,America/Phoenix,2,44,17781.1,Never Married,Male,No,10.11757,11,2,0,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),71.61196,119.9568,6676.117614,4,5,3,3,4,4,3,2
C455392,TX,Suburban,America/Chicago,0,40,50058.12,Never Married,Male,No,9.117518,15,1,1,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),48.82198,152.4555,4853.390396,2,2,3,4,3,2,3,3
C294087,PA,Urban,America/New_York,1,48,6013.43,Never Married,Female,No,16.84798,11,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,66.85047,149.9621,5791.466648,3,4,3,4,4,2,3,4
O321745,IL,Suburban,America/Chicago,4,58,69697.68,Divorced,Male,No,6.491881,9,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),57.78133,162.497,5649.03958,2,2,3,5,3,4,3,3
Z472765,CA,Suburban,America/Los_Angeles,3,78,20797.96,Never Married,Male,No,7.498323,12,1,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,48.16091,139.9861,4332.356783,3,3,4,3,3,2,4,3
I331050,OR,Urban,America/Los_Angeles,4,65,8103.04,Widowed,Male,No,13.58853,17,1,2,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),61.93975,172.4624,5534.772119,3,1,3,5,4,3,3,1
P349196,ME,Urban,America/New_York,1,66,72212.97,Widowed,Male,No,12.70019,12,1,1,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,52.40318,230.1051,4866.033533,3,4,3,2,4,2,1,3
H248782,FL,Rural,America/New_York,3,88,26118.87,Widowed,Male,No,10.55385,11,0,0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),50.47035,212.6228,5185.798642,3,3,2,3,2,3,5,3
T391166,NY,Urban,America/New_York,3,45,15279.99,Divorced,Male,No,9.330945,9,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,64.49909,149.9778,5645.047981,3,3,2,3,4,2,2,4
S231697,GA,Urban,America/New_York,3,55,54172.57,Divorced,Female,No,10.68312,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,56.12428,137.4392,4866.05903,1,1,2,3,3,2,3,3
P147558,AZ,Rural,America/Phoenix,1,18,31397.21,Widowed,Male,No,10.94596,8,1,0,No,Two Year,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),51.98679,162.4713,4723.305276,5,4,4,3,2,4,3,3
V297438,NE,Suburban,America/Chicago,0,73,33016.71,Widowed,Male,No,4.192635,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Mailed Check,51.4203,159.983,4399.187338,3,3,4,3,3,3,1,3
X277511,MD,Rural,America/New_York,3,81,38768.11,Separated,Female,No,10.33083,16,0,0,No,Two Year,Yes,No,None,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,57.04917,104.9629,4856.597445,3,3,3,4,3,4,3,5
Y293927,MT,Urban,America/Denver,7,71,38323.22,Married,Female,No,9.037386,14,1,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Electronic Check,71.44432,202.4433,6321.838223,3,2,3,3,5,1,2,1
M659677,CO,Rural,America/Denver,2,34,98376.58,Never Married,Female,No,12.35108,8,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Electronic Check,66.2885,114.9728,5616.349749,3,5,2,3,4,4,3,3
J450880,VA,Suburban,America/New_York,6,38,21714.62,Never Married,Female,No,16.23738,8,4,0,No,Two Year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Electronic Check,67.37641,104.9643,6158.129487,5,5,4,2,7,2,3,2
F775718,NV,Suburban,America/Los_Angeles,1,52,16085.27,Widowed,Male,No,10.08506,11,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),50.62647,192.4404,4576.841874,3,2,3,2,3,3,4,5
X378242,MI,Suburban,America/Detroit,0,64,66710.72,Divorced,Female,No,10.20337,12,0,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,69.15975,127.4421,6189.656421,4,6,5,4,4,5,4,4
W271686,MO,Urban,America/Chicago,3,60,12115.07,Widowed,Male,No,12.49001,8,0,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,64.34541,197.6288,5925.795152,3,4,3,1,6,2,2,1
O16957,PA,Rural,America/New_York,0,88,51856.16,Widowed,Male,No,8.421281,12,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,67.93831,202.65,6515.886968,3,4,3,3,2,2,2,4
V394552,NJ,Urban,America/New_York,2,74,64898.67,Separated,Male,No,9.817537,7,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,47.56406,207.4673,4364.095122,3,2,4,4,2,5,4,3
D790505,MA,Suburban,America/New_York,0,46,24939.72,Separated,Female,No,9.231955,10,1,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,No,Mailed Check,55.70975,182.497,4899.723365,4,3,3,6,3,3,5,3
L829193,NC,Rural,America/New_York,3,81,51471.68,Widowed,Male,No,8.654489,18,3,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,56.64842,147.4564,5289.66919,3,5,4,3,4,2,3,4
N774071,SC,Urban,America/New_York,8,24,120864.5,Never Married,Female,No,11.6124,17,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Bank Transfer(automatic),63.52047,182.447,5789.828433,5,4,3,5,3,4,2,4
H63833,MO,Suburban,America/Chicago,0,41,22856.17,Separated,Male,No,10.99992,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),66.88132,172.4579,5927.204235,5,5,4,2,3,5,4,5
S504402,NE,Suburban,America/Chicago,2,76,90643.01,Never Married,Male,No,6.556398,10,2,0,No,One year,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,51.95172,139.9512,4888.502724,5,5,3,2,6,3,2,4
O629517,AL,Urban,America/Chicago,2,56,11160.15,Married,Male,No,10.15084,8,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),63.73429,232.6378,6334.652427,3,4,4,4,3,2,2,5
X392676,NY,Rural,America/New_York,4,34,28502.49,Widowed,Male,No,11.74732,16,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),59.55192,129.9915,5800.854441,3,3,3,4,3,4,4,3
W677486,MI,Rural,America/Detroit,3,19,72149.15,Married,Female,No,3.835601,8,2,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Credit Card (automatic),66.97309,127.4738,6269.834827,3,3,2,4,4,2,3,3
W242206,IN,Urban,America/Kentucky/Louisville,0,33,36311.55,Separated,Female,No,9.528274,18,2,0,No,Two Year,No,No,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Yes,Credit Card (automatic),54.67507,162.4689,4770.483341,4,5,4,2,5,4,3,2
N603536,WV,Rural,America/New_York,1,33,26041.24,Separated,Male,No,9.948212,12,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,49.64838,192.4404,4558.993397,3,4,3,4,3,5,4,5
D595070,ID,Rural,America/Boise,3,56,85403.93,Married,Female,No,13.4341,10,0,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),49.21371,152.4441,4808.350315,4,4,4,2,3,3,3,3
U187337,AZ,Suburban,America/Phoenix,0,53,56932.4,Divorced,Female,No,7.812935,14,2,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),68.59602,159.9512,5770.359583,2,2,3,2,4,3,4,5
Y224416,CA,Rural,America/Los_Angeles,7,80,28826.4,Divorced,Female,No,6.515515,10,1,0,No,Month-to-month,No,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,51.42362,104.9629,4522.06926,4,5,2,2,4,1,3,5
N843223,NY,Suburban,America/New_York,0,39,49512.78,Divorced,Male,No,13.87808,9,0,2,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,69.50311,184.9853,6201.748972,3,3,3,5,2,5,3,4
S428583,AR,Rural,America/Chicago,1,57,36867.42,Married,Female,No,12.11232,12,2,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,59.51823,139.9349,5583.509795,4,4,3,4,5,3,3,4
N78759,TX,Urban,America/Chicago,2,28,91141.47,Separated,Female,No,12.7889,17,1,0,No,One year,No,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,66.67672,137.4616,5846.298734,4,4,5,3,6,4,3,3
H973126,AL,Rural,America/Chicago,1,57,75507.18,Married,Female,Yes,8.954105,11,0,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,59.00106,240.1149,5367.063694,4,3,4,3,4,3,3,3
G04810,KS,Suburban,America/Chicago,3,82,14664.53,Married,Male,No,12.18553,14,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),70.03292,169.9741,6044.796713,4,4,3,6,2,5,6,5
Y549440,NH,Suburban,America/New_York,2,77,32364.17,Divorced,Male,No,14.55059,16,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),44.61375,169.9447,3939.000784,3,4,4,4,3,4,3,4
R495303,ND,Suburban,America/Chicago,4,75,52982.0,Separated,Female,No,11.36732,13,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,68.22903,144.9607,5699.245355,3,3,3,4,3,2,2,2
N566444,VA,Suburban,America/New_York,2,59,119415.5,Divorced,Male,No,8.790502,11,5,1,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),64.80406,162.4818,5821.56031,1,1,2,5,2,3,3,2
D68964,TX,Urban,America/Chicago,3,19,38365.83,Divorced,Female,No,9.704987,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,45.28275,207.6094,4357.22211,2,3,2,3,3,4,3,2
C615502,KY,Suburban,America/New_York,1,74,29877.9,Widowed,Male,No,5.108637,12,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Electronic Check,69.83346,174.9755,6166.889012,3,3,3,3,4,2,2,4
I41510,PA,Urban,America/New_York,1,82,36514.64,Separated,Female,No,11.42327,17,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),64.29998,232.6378,6217.92046,4,4,4,4,3,3,4,4
A40824,CA,Rural,America/Los_Angeles,6,40,21043.89,Divorced,Female,No,9.019978,14,1,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Electronic Check,58.86869,152.5104,5686.767897,1,2,3,2,4,2,2,1
V490898,OK,Urban,America/Chicago,6,84,32666.7,Never Married,Female,No,9.020394,12,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,59.33259,112.4551,4930.400921,3,4,3,2,4,3,3,4
R232591,TX,Rural,America/Chicago,0,78,7234.69,Separated,Male,No,6.9305,13,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),60.63668,229.9931,5444.798489,4,3,3,4,4,4,2,4
L776429,KY,Suburban,America/New_York,0,32,25575.05,Widowed,Male,No,12.40024,12,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Electronic Check,68.60055,182.4833,6003.332389,6,6,6,4,3,5,6,4
H664759,WI,Suburban,America/Chicago,2,28,10715.15,Divorced,Male,No,11.34392,10,0,0,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,65.2477,152.4624,6279.052879,3,4,4,2,5,4,5,5
H309760,DE,Urban,America/New_York,1,77,49081.31,Never Married,Female,Yes,10.74555,16,2,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,49.22663,277.6375,4674.111818,4,4,4,5,3,4,6,3
H983119,SC,Rural,America/New_York,3,30,27770.71,Separated,Male,No,17.15258,11,2,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),71.20584,207.6094,6492.293148,2,4,2,2,5,2,2,2
K452042,IL,Suburban,America/Chicago,1,34,40076.2,Widowed,Female,No,8.408516,19,2,2,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,67.57266,159.9794,6280.164053,2,3,2,4,3,2,4,4
U898866,NE,Suburban,America/Chicago,0,38,11182.43,Married,Female,No,8.998522,14,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,66.66711,222.6143,6466.569641,4,4,3,3,3,3,3,5
Y663307,VA,Rural,America/New_York,2,31,99873.57,Married,Female,No,9.8349,20,2,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),55.76858,187.6422,5150.603073,3,3,3,3,5,2,2,1
B674702,IL,Urban,America/Chicago,2,68,50268.03,Never Married,Male,No,9.772328,13,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,61.64252,277.6513,5879.612124,3,3,2,4,3,3,4,3
C967245,OH,Urban,America/New_York,8,19,75687.95,Divorced,Male,No,17.25284,16,2,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Electronic Check,70.25446,164.9853,6988.657427,3,3,2,4,3,4,5,2
Y239127,NE,Urban,America/Chicago,4,79,104558.0,Separated,Female,No,13.8729,8,0,0,No,Month-to-month,No,Yes,None,No,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,54.7248,139.9979,4756.821939,3,4,4,3,2,3,3,3
M869915,GA,Urban,America/New_York,0,71,43527.2,Widowed,Male,No,13.54491,15,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Mailed Check,60.59761,149.9778,5147.770743,2,2,3,2,4,2,2,3
Y904957,MN,Rural,America/Chicago,0,45,15818.64,Married,Male,No,11.9571,9,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,63.00356,129.9778,5843.648096,6,4,6,6,3,5,4,3
H943500,TN,Rural,America/New_York,2,21,24482.09,Divorced,Male,No,5.103123,16,2,1,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Mailed Check,46.8684,127.4421,4647.988168,2,2,2,5,3,2,1,3
D435398,NY,Suburban,America/New_York,1,28,101771.0,Widowed,Male,No,10.85535,11,1,0,No,Two Year,Yes,Yes,None,No,Yes,No,No,No,No,No,No,No,Mailed Check,68.17349,112.4844,5838.7225,4,5,5,4,3,2,3,4
Y799118,MO,Rural,America/Chicago,3,29,48607.71,Separated,Male,Yes,9.403607,12,1,1,No,Month-to-month,Yes,No,None,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,53.18909,220.1478,5095.592017,3,3,2,1,6,3,3,3
W408649,SC,Rural,America/New_York,0,55,25532.76,Divorced,Female,No,15.15802,12,0,3,No,Two Year,Yes,No,None,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,66.21435,129.995,5689.932511,2,2,4,4,3,4,2,2
T273833,IA,Suburban,America/Chicago,4,84,7649.73,Divorced,Nonbinary,No,12.09466,10,1,1,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,No,No,Yes,Credit Card (automatic),62.32241,92.48802,5114.306191,4,4,3,4,4,3,2,2
T00191,VA,Rural,America/New_York,1,27,22686.88,Married,Female,No,12.40041,7,1,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),59.42279,217.4702,5375.898345,5,4,5,5,3,3,4,3
L731384,TN,Suburban,America/Chicago,0,18,50066.53,Widowed,Male,No,12.67826,14,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,45.22375,137.4392,4048.902387,4,4,4,4,4,3,3,4
V700908,ND,Rural,America/Chicago,7,33,26387.48,Divorced,Female,No,13.54553,14,1,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,63.87447,204.961,5901.372906,4,4,3,3,3,2,4,3
P545768,NJ,Urban,America/New_York,3,76,29774.74,Divorced,Female,No,10.40023,5,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Mailed Check,60.72645,187.6094,5849.257593,5,4,3,3,3,4,6,4
Y908871,OK,Urban,America/Chicago,6,82,48976.94,Widowed,Male,No,7.558605,15,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,42.68533,104.9643,4073.021384,2,2,3,4,4,3,3,3
F266865,MO,Rural,America/Chicago,8,44,7956.61,Married,Female,No,10.56832,14,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,41.0181,129.9621,4316.919681,5,6,5,3,5,4,2,5
C983145,WY,Suburban,America/Denver,0,20,29957.55,Widowed,Female,No,11.09005,13,1,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,48.25774,114.9976,4227.212401,4,3,3,3,3,5,3,4
D547400,MN,Urban,America/Chicago,1,64,12319.63,Married,Female,No,12.37397,15,2,2,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),59.48902,92.48802,4859.191572,3,3,4,3,2,3,5,3
S112967,TX,Urban,America/Chicago,1,41,59737.6,Separated,Male,No,11.64449,14,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Credit Card (automatic),44.65571,174.9699,4553.786746,4,4,4,3,2,4,4,3
I259451,OH,Urban,America/New_York,0,84,15037.87,Never Married,Female,No,9.378955,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Electronic Check,65.08131,114.9728,5291.934219,3,4,3,3,4,3,5,4
O649096,MT,Urban,America/Denver,9,57,34635.21,Never Married,Male,No,12.05686,12,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),68.18425,152.4441,6591.238553,4,4,4,4,3,3,4,3
G08081,KS,Suburban,America/Chicago,3,82,42113.14,Never Married,Male,No,13.50203,13,2,2,Yes,Two Year,Yes,No,None,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,66.65664,105.011,5616.475997,4,3,3,3,3,5,3,3
R392539,IN,Suburban,America/Indiana/Indianapolis,0,57,31647.65,Divorced,Female,No,7.117716,1,0,1,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,54.01597,149.9483,4598.720266,3,4,3,3,3,2,3,3
Z688558,PA,Urban,America/New_York,1,25,31517.51,Divorced,Male,No,10.25523,12,1,0,No,One year,No,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),57.76658,192.4404,5250.409842,4,4,4,4,4,4,5,3
